TAIL_NUMBER,YEAR MANUFACTURED,MANUFACTURER,MODEL,NO-ENG,NO-SEATS
N38467,2013,BOEING                        ,737-924ER           ,2,191
N568UW,2013,AIRBUS                        ,A321-231            ,2,379
N662AW,2000,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N316JB,2009,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N900DE,1992,MCDONNELL DOUGLAS CORPORATION ,MD-88               ,2,142
N334NW,1992,AIRBUS INDUSTRIE              ,A320-212            ,2,182
N953AT,2000,BOEING                        ,717-200             ,2,100
N372DA,1998,BOEING                        ,737-832             ,2,189
N15912,2001,EMBRAER                       ,EMB-145LR           ,2,55
N709EV,2002,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N134EV,2009,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N600QX,2001,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N713EV,2003,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N11181,2005,EMBRAER                       ,EMB-145XR           ,2,55
N531NK,2007,AIRBUS                        ,A319-132            ,2,179
N980SW,2004,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N468UA,2000,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N598UA,1999,BOEING                        ,757-222             ,2,178
N478UA,2001,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N494UA,2002,AIRBUS                        ,A320-232            ,2,200
N916DN,1996,MCDONNELL DOUGLAS             ,MD-90-30            ,2,142
N812UA,1998,AIRBUS INDUSTRIE              ,A319-131            ,2,179
N63820,2014,BOEING                        ,737-924ER           ,2,191
N37437,2009,BOEING                        ,737-924ER           ,2,191
N187JB,2005,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N11193,2005,EMBRAER                       ,EMB-145XR           ,2,55
N479UA,2001,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N497UA,2002,AIRBUS                        ,A320-232            ,2,200
N941UW,1995,BOEING                        ,757-2B7             ,2,178
N581UW,2014,AIRBUS INDUSTRIE              ,A321-231            ,2,379
N179UW,2001,AIRBUS INDUSTRIE              ,A321-211            ,2,199
N114UW,1999,AIRBUS INDUSTRIE              ,A320-214            ,2,182
N456WN,2004,BOEING                        ,737-7H4             ,2,140
N634SW,1996,BOEING                        ,737-3H4             ,2,149
N918WN,2008,BOEING                        ,737-7H4             ,2,140
N391SW,1994,BOEING                        ,737-3H4             ,2,149
N903WN,2007,BOEING                        ,737-7H4             ,2,140
N494WN,2004,BOEING                        ,737-7H4             ,2,140
N754SW,1999,BOEING                        ,737-7H4             ,2,140
N795SW,2001,BOEING                        ,737-7H4             ,2,140
N15712,1998,BOEING                        ,737-724             ,2,149
N13113,1995,BOEING                        ,757-224             ,2,178
N499AA,1989,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N581AS,2007,BOEING                        ,737-890             ,2,149
N468AS,2014,BOEING                        ,737-990ER           ,2,222
N929JB,2014,AIRBUS INDUSTRIE              ,A321-231            ,2,379
N665JB,2007,AIRBUS                        ,A320-232            ,2,200
N712TW,1997,BOEING                        ,757-2Q8             ,2,178
N925DL,1988,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N937DL,1989,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N541US,1996,BOEING                        ,757-251             ,2,178
N954DL,1990,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N703TW,1996,BOEING                        ,757-2Q8             ,2,178
N975AT,2002,BOEING                        ,717-200             ,2,100
N676DL,1992,BOEING                        ,757-232             ,2,178
N16976,1999,EMBRAER                       ,EMB-145LR           ,2,55
N11551,2002,EMBRAER                       ,EMB-145LR           ,2,55
N952FR,2010,AIRBUS                        ,A319-112            ,2,100
N709BR,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N162PQ,2008,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N109SY,2014,EMBRAER S A                   ,ERJ 170-200 LR      ,2,88
N39418,2008,BOEING                        ,737-924ER           ,2,191
N15910,2001,EMBRAER                       ,EMB-145LR           ,2,55
N975SW,2004,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N75854,2002,BOEING                        ,757-324             ,2,275
N633JB,2006,AIRBUS                        ,A320-232            ,2,200
N512NK,2006,AIRBUS                        ,A319-132            ,2,179
N87507,2008,BOEING                        ,737-824             ,2,149
N755US,2000,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N809UA,1998,AIRBUS INDUSTRIE              ,A319-131            ,2,179
N627VA,2006,AIRBUS                        ,A320-214            ,2,182
N631VA,2007,AIRBUS                        ,A320-214            ,2,182
N521SW,1991,BOEING                        ,737-5H4             ,2,149
N8621A,2013,BOEING                        ,737-8H4             ,2,140
N227WN,2005,BOEING                        ,737-7H4             ,2,140
N406WN,2001,BOEING                        ,737-7H4             ,2,140
N7720F,2006,BOEING                        ,737-7BD             ,2,149
N611SW,1995,BOEING                        ,737-3H4             ,2,149
N415WN,2001,BOEING                        ,737-7H4             ,2,140
N37413,2008,BOEING                        ,737-924ER           ,2,191
N78866,2002,BOEING                        ,757-33N             ,2,275
N38458,2012,BOEING                        ,737-924ER           ,2,191
N75426,    ,BOEING                        ,737-924ER           ,2,191
N66825,2014,BOEING                        ,737-924ER           ,2,191
N69826,2014,BOEING                        ,737-924ER           ,2,191
N585UW,2014,AIRBUS INDUSTRIE              ,A321-231            ,2,379
N753US,2000,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N487AA,1988,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N680DA,1992,BOEING                        ,757-232             ,2,178
N6715C,2001,BOEING                        ,757-232             ,2,178
N894AT,2004,BOEING                        ,717-200             ,2,100
N957DN,1997,MCDONNELL DOUGLAS             ,MD-90-30            ,2,142
N654DL,1990,BOEING                        ,757-232             ,2,178
N936DN,1996,MCDONNELL DOUGLAS             ,MD-90-30            ,2,142
N908DL,1987,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N14168,2004,EMBRAER                       ,EMB-145XR           ,2,55
N213FR,2011,AIRBUS                        ,A320-214            ,2,182
N702BR,2000,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N944SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N875AS,2001,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N69816,2014,BOEING                        ,737-924ER           ,2,191
N904DL,1987,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N973DL,1991,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N448UA,1998,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N14250,1999,BOEING                        ,737-824             ,2,149
N73275,2002,BOEING                        ,737-824             ,2,149
N13988,2000,EMBRAER                       ,EMB-145LR           ,2,55
N918SW,    ,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N252AU,1990,BOEING                        ,767-2B7             ,2,252
N417UA,1994,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N586UW,2014,AIRBUS                        ,A321-231            ,2,379
N959UW,2008,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N535UW,2009,AIRBUS                        ,A321-231            ,2,379
N492UA,2002,AIRBUS                        ,A320-232            ,2,200
N26210,1998,BOEING                        ,737-824             ,2,149
N562WN,2000,BOEING                        ,737-790             ,2,151
N741SA,1998,BOEING                        ,737-7H4             ,2,140
N758SW,1999,BOEING                        ,737-7H4             ,2,140
N7732A,2006,BOEING                        ,737-7BD             ,2,149
N403AA,1977,CESSNA                        ,501                 ,2,8
N535AS,2011,BOEING                        ,737-890             ,2,149
N630JB,2005,AIRBUS                        ,A320-232            ,2,200
N530US,1988,BOEING                        ,757-251             ,2,178
N915AT,2001,BOEING                        ,717-200             ,2,100
N917DL,1988,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N318US,1991,AIRBUS INDUSTRIE              ,A320-211            ,2,182
N319NB,2000,AIRBUS INDUSTRIE              ,A319-114            ,2,145
N526NK,2006,AIRBUS                        ,A319-132            ,2,179
N463SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N16701,1998,BOEING                        ,737-724             ,2,149
N908DA,1995,MCDONNELL DOUGLAS             ,MD-90-30            ,2,142
N37274,2002,BOEING                        ,737-824             ,2,149
N954SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N969SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N433UA,1996,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N36247,1999,BOEING                        ,737-824             ,2,149
N127UW,2010,AIRBUS                        ,A320-214            ,2,182
N509AY,2009,AIRBUS                        ,A321-231            ,2,379
N587UA,1993,BOEING                        ,757-222             ,2,178
N828UA,1999,AIRBUS INDUSTRIE              ,A319-131            ,2,179
N493UA,2002,AIRBUS                        ,A320-232            ,2,200
N34222,1998,BOEING                        ,737-824             ,2,149
N641VA,2008,AIRBUS                        ,A320-214            ,2,182
N704SW,1998,BOEING                        ,737-7H4             ,2,140
N932WN,2009,BOEING                        ,737-7H4             ,2,140
N225WN,2005,BOEING                        ,737-7H4             ,2,140
N670SW,1988,BOEING                        ,737-3G7             ,2,149
N930WN,2009,BOEING                        ,737-7H4             ,2,140
N468WN,2004,BOEING                        ,737-7H4             ,2,140
N8327A,2012,BOEING                        ,737-8H4             ,2,140
N7746C,2007,BOEING                        ,737-7BD             ,2,149
N8614M,2013,BOEING                        ,737-8H4             ,2,140
N241WN,2006,BOEING                        ,737-7H4             ,2,140
N619SW,1995,BOEING                        ,737-3H4             ,2,149
N75851,2001,BOEING                        ,757-324             ,2,275
N17719,1999,BOEING                        ,737-724             ,2,149
N73299,2005,BOEING                        ,737-824             ,2,149
N155UW,2013,AIRBUS                        ,A321-211            ,2,199
N558AA,1991,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N524AS,2009,BOEING                        ,737-890             ,2,149
N805JB,2012,AIRBUS                        ,A320-232            ,2,200
N789JB,2011,AIRBUS                        ,A320-232            ,2,200
N828JB,2013,AIRBUS                        ,A320-232            ,2,200
N625JB,2005,AIRBUS                        ,A320-232            ,2,200
N504JB,1999,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N710TW,1997,BOEING                        ,757-2Q8             ,2,178
N910DE,1992,MCDONNELL DOUGLAS CORPORATION ,MD-88               ,2,142
N187DN,1996,BOEING                        ,767-332             ,2,330
N556NW,2002,BOEING                        ,757-251             ,2,178
N6714Q,2000,BOEING                        ,757-232             ,2,178
N928DL,1988,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N374NW,2001,AIRBUS INDUSTRIE              ,A320-212            ,2,182
N946DL,1989,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N343NW,1992,AIRBUS INDUSTRIE              ,A320-212            ,2,182
N959DN,1998,BOEING                        ,MD-90-30            ,2,142
N1402A,1993,BOEING                        ,767-332             ,2,330
N675DL,1992,BOEING                        ,757-232             ,2,178
N589JB,2004,AIRBUS                        ,A320-232            ,2,200
N744EV,2004,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N902FR,2001,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N517NK,2006,AIRBUS                        ,A319-132            ,2,179
N771SK,2006,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N461SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N457SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N170PQ,2008,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N951SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N949DL,1990,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N25134,2003,EMBRAER                       ,EMB-145XR           ,2,55
N750SK,2005,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N948SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N932SW,2002,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N930DL,1988,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N11113,2002,EMBRAER                       ,EMB-145XR           ,2,55
N826UA,1999,AIRBUS INDUSTRIE              ,A319-131            ,2,179
N207UW,2001,BOEING                        ,757-28A             ,2,249
N556UW,2012,AIRBUS                        ,A321-231            ,2,379
N840AW,2006,AIRBUS                        ,A319-132            ,2,179
N527SW,1992,BOEING                        ,737-5H4             ,2,149
